word	Frisian-fy	emotion	emotion-intensity-score
cue	Cue	anticipation	0.508
infant	infant	anticipation	0.508
dreadful	dreadful	anticipation	0.508
perfection	perfeksje	anticipation	0.508
elevation	ferheging	anticipation	0.508
prerequisite	betingst	anticipation	0.508
cultivate	kultivearje	anticipation	0.508
horizon	hoarizon	anticipation	0.508
develop	ûntwikkelje	anticipation	0.508
exigent	NO TRANSLATION	anticipation	0.508
swim	swimme	anticipation	0.500
attendance	opkomst	anticipation	0.500
nascent	nascent	anticipation	0.500
favorable	geunstich	anticipation	0.500
peril	peril	anticipation	0.500
income	ynkommen	anticipation	0.500
ardent	ardent	anticipation	0.500
commemorate	ferjouwing	anticipation	0.500
doomsday	doomsday	anticipation	0.500
reconciliation	feriening	anticipation	0.500
utopian	utopysk	anticipation	0.500
romantic	romantysk	anticipation	0.500
unbridled	unbridled	anticipation	0.500
sunny	sinnich	anticipation	0.500
uphill	hurde	anticipation	0.500
intuitively	intuitive	anticipation	0.500
depart	fuort	anticipation	0.500
eventuality	eventuality	anticipation	0.500
puppy	puppy	anticipation	0.500
zeal	ezel	anticipation	0.500
sneaking	sneaking	anticipation	0.500
ready	klear	anticipation	0.500
advocacy	advocacy	anticipation	0.500
airport	fleanfjild	anticipation	0.500
litigate	litigate	anticipation	0.500
blindfold	blindfold	anticipation	0.500
undisclosed	ûnbeheinde	anticipation	0.500
young	jong	anticipation	0.500
horoscope	horoskop	anticipation	0.500
invocation	oprop	anticipation	0.500
calculation	berekkening	anticipation	0.500
hero	held	anticipation	0.500
court	rjochtbank	anticipation	0.492
repay	betelje	anticipation	0.492
improvise	ympresearje	anticipation	0.492
parole	parole	anticipation	0.492
worry	Soarch	anticipation	0.492
inauguration	ynauguration	anticipation	0.492
gaping	gaping	anticipation	0.492
youth	jeugd	anticipation	0.492
bless	seinigje	anticipation	0.492
defense	definsje	anticipation	0.492
heyday	heyday	anticipation	0.492
consequent	gefolch	anticipation	0.492
proceeding	oergean	anticipation	0.492
eventual	úteinlik	anticipation	0.492
perspective	perspektyf	anticipation	0.492
restorative	restoratyf	anticipation	0.492
undertaking	ûndernimming	anticipation	0.492
highest	heechste	anticipation	0.491
duel	duel	anticipation	0.484
unexplained	unexplained	anticipation	0.484
tremor	tremor	anticipation	0.484
sharpen	skerp	anticipation	0.484
generosity	grutmoedigens	anticipation	0.484
voluptuous	geweldig	anticipation	0.484
shortly	koart	anticipation	0.484
vow	vow	anticipation	0.484
contagion	contagion	anticipation	0.484
letter	letter	anticipation	0.484
happen	passe	anticipation	0.484
threaten	bedrige	anticipation	0.484
conjure	ferjit	anticipation	0.484
sparkle	sparkle	anticipation	0.484
engulf	engulf	anticipation	0.484
god	god	anticipation	0.484
correspondence	korrespondinsje	anticipation	0.484
auspicious	geweldich	anticipation	0.484
princely	prinsipe	anticipation	0.484
adore	adore	anticipation	0.477
enroll	ynskriuwe	anticipation	0.477
determinate	fêststelle	anticipation	0.477
predispose	predisearje	anticipation	0.477
clue	clue	anticipation	0.477
onset	opset	anticipation	0.477
powerful	krêftich	anticipation	0.477
glorify	ferhearlikje	anticipation	0.477
glow	ljocht	anticipation	0.477
arbitration	arbitraazje	anticipation	0.477
torture	marteling	anticipation	0.477
gravitate	gravearje	anticipation	0.477
cherish	cherish	anticipation	0.477
contemplate	besjogge	anticipation	0.477
submit	submit	anticipation	0.477
perilous	perilous	anticipation	0.477
unification	ienwurding	anticipation	0.477
score	skoare	anticipation	0.477
medal	medalje	anticipation	0.477
glide	glide	anticipation	0.477
recipient	ûntfanger	anticipation	0.477
accompaniment	begeliede	anticipation	0.477
praiseworthy	prachtich	anticipation	0.473
providing	oanbiede	anticipation	0.469
motion	moasje	anticipation	0.469
fete	NO TRANSLATION	anticipation	0.469
cautious	foarsichtich	anticipation	0.469
cash	cash	anticipation	0.469
precursor	foargonger	anticipation	0.469
opera	opera	anticipation	0.469
elite	elite	anticipation	0.469
pry	pry	anticipation	0.469
hire	hiere	anticipation	0.469
sweets	sweets	anticipation	0.469
star	stjer	anticipation	0.469
unsurpassed	unbefleckt	anticipation	0.469
successful	suksesfol	anticipation	0.469
unknown	ûnbekend	anticipation	0.469
immediately	fuortendaliks	anticipation	0.469
starry	starry	anticipation	0.469
production	produksje	anticipation	0.469
football	fuotbal	anticipation	0.469
completion	foltôging	anticipation	0.469
scare	eangst	anticipation	0.469
invoke	oproppe	anticipation	0.469
shaky	shaky	anticipation	0.469
dawn	dage	anticipation	0.469
creeping	kreeft	anticipation	0.469
cheerfulness	fruchtigens	anticipation	0.461
soundness	sûnens	anticipation	0.461
mail	post	anticipation	0.461
draft	ûntwerp	anticipation	0.461
preliminary	preliminary	anticipation	0.461
friendly	freonlik	anticipation	0.461
commemorative	ferjouwing	anticipation	0.461
extricate	útstekke	anticipation	0.461
alive	libben	anticipation	0.461
untold	untold	anticipation	0.461
overture	overture	anticipation	0.461
excel	excel	anticipation	0.461
plight	fûgel	anticipation	0.461
synchronize	syngronisearje	anticipation	0.461
punt	punt	anticipation	0.461
sanctuary	hillichdom	anticipation	0.461
brilliant	briljant	anticipation	0.461
pay	betelje	anticipation	0.461
shining	shining	anticipation	0.461
regatta	regatta	anticipation	0.461
testament	testamint	anticipation	0.461
jeopardy	jeopardy	anticipation	0.461
perpetuity	perpetuity	anticipation	0.453
elegance	elegânsje	anticipation	0.453
career	karriêre	anticipation	0.453
basketball	basketbal	anticipation	0.453
intimately	yntimint	anticipation	0.453
renovate	renovearje	anticipation	0.453
supremacy	supremasy	anticipation	0.453
infinity	ûneinigens	anticipation	0.453
unexpected	ûnferwachts	anticipation	0.453
flinch	flinch	anticipation	0.453
complement	oanfolje	anticipation	0.453
prologue	prolooch	anticipation	0.453
compliment	NO TRANSLATION	anticipation	0.453
prevention	previnsje	anticipation	0.453
improve	ferbetterje	anticipation	0.453
sunset	sinneûndergong	anticipation	0.453
inaugural	ynauguraal	anticipation	0.453
rehabilitation	rehabilitation	anticipation	0.453
fitting	fitting	anticipation	0.445
surround	omjouwing	anticipation	0.445
share	diele	anticipation	0.445
epidemic	epidemy	anticipation	0.445
sweet	swiet	anticipation	0.445
fain	NO TRANSLATION	anticipation	0.445
concealment	ferbergje	anticipation	0.445
confidence	betrouwen	anticipation	0.445
perfect	perfekt	anticipation	0.445
sun	sinne	anticipation	0.445
veracity	wierheid	anticipation	0.445
volunteer	frijwilliger	anticipation	0.445
conjecture	konklúzje	anticipation	0.445
medical	medysk	anticipation	0.438
prepared	foardat	anticipation	0.438
superstitious	superstitious	anticipation	0.438
reconstruction	rekonstruksje	anticipation	0.438
tickle	tickle	anticipation	0.438
faith	leauwe	anticipation	0.438
passenger	passazjier	anticipation	0.438
saint	hillige	anticipation	0.438
respect	respekt	anticipation	0.438
rabid	rabid	anticipation	0.438
reconstruct	rekonstruearje	anticipation	0.438
recombination	Rekombination	anticipation	0.438
devout	devout	anticipation	0.438
goodness	goedens	anticipation	0.438
angel	ingel	anticipation	0.438
ferment	ferment	anticipation	0.438
plea	plea	anticipation	0.438
aloha	earder	anticipation	0.438
serial	serial	anticipation	0.438
conservation	behâld	anticipation	0.438
serenity	eare	anticipation	0.430
tabulate	tabulatearje	anticipation	0.430
install	ynstallearje	anticipation	0.430
labyrinth	labyrinth	anticipation	0.430
venerable	ferearlik	anticipation	0.430
perpetuate	perpetearje	anticipation	0.430
strategist	strategist	anticipation	0.430
unverified	net ferifiearre	anticipation	0.430
tribunal	tribunal	anticipation	0.430
charitable	charitable	anticipation	0.430
luscious	lústere	anticipation	0.430
spa	spa	anticipation	0.430
peace	frede	anticipation	0.430
clap	klapje	anticipation	0.430
conspirator	konspirator	anticipation	0.422
forestall	Wetter - Agrarwetter	anticipation	0.422
patience	geduld	anticipation	0.422
oasis	oaze	anticipation	0.422
grin	grin	anticipation	0.422
revere	revere	anticipation	0.422
worship	oanbidde	anticipation	0.422
vista	vista	anticipation	0.422
laughter	laitsjen	anticipation	0.422
volatility	volatiliteit	anticipation	0.422
adrift	adrift	anticipation	0.422
candid	iepen	anticipation	0.422
edification	edification	anticipation	0.422
unresolved	ûnbeheind	anticipation	0.422
peaceful	fredich	anticipation	0.422
recognizable	erkennbar	anticipation	0.422
calls	ropt	anticipation	0.414
weigh	weigh	anticipation	0.414
probation	probearje	anticipation	0.414
proficiency	behearsking	anticipation	0.414
morn	moarn	anticipation	0.414
craps	craps	anticipation	0.414
detainee	detainee	anticipation	0.414
mediate	mediatearje	anticipation	0.414
continue	trochgean	anticipation	0.414
astrologer	astrologer	anticipation	0.414
punctual	punktueel	anticipation	0.414
ordination	ordination	anticipation	0.414
pretty	skoander	anticipation	0.414
thought	tins	anticipation	0.414
grant	subsydzje	anticipation	0.414
withstand	wjerstean	anticipation	0.414
frisky	friske	anticipation	0.414
ongoing	trochgean	anticipation	0.414
sing	sjonge	anticipation	0.411
long	lang	anticipation	0.406
confession	bekendheid	anticipation	0.406
headlight	fjoerljocht	anticipation	0.406
prophylactic	prophylaktysk	anticipation	0.406
mother	mem	anticipation	0.406
debenture	debenture	anticipation	0.406
wizard	wizard	anticipation	0.406
university	universiteit	anticipation	0.406
proud	grutsk	anticipation	0.406
midwife	midwifere	anticipation	0.406
banquet	banket	anticipation	0.406
continuation	fuortsetting	anticipation	0.406
navigable	befarber	anticipation	0.406
punished	straft	anticipation	0.406
chicane	chicane	anticipation	0.406
comfort	treast	anticipation	0.406
opponent	tsjinstander	anticipation	0.406
subscribe	abonnearje	anticipation	0.406
outdo	bûten	anticipation	0.406
nurture	nurture	anticipation	0.406
twinkle	twinkle	anticipation	0.406
deal	oerienkomst	anticipation	0.402
efficient	effisjint	anticipation	0.398
representing	representearje	anticipation	0.398
simmer	simmer	anticipation	0.398
symphony	symfony	anticipation	0.398
judiciary	Justysje	anticipation	0.398
obliging	ferplichting	anticipation	0.398
saintly	saintly	anticipation	0.398
vigil	vigil	anticipation	0.398
death	dea	anticipation	0.398
distracting	distraasje	anticipation	0.398
mortification	mortification	anticipation	0.398
balm	balsem	anticipation	0.398
guillotine	guillotine	anticipation	0.398
top	top	anticipation	0.398
lettered	lettered	anticipation	0.398
reliance	leauwe	anticipation	0.398
poke	poke	anticipation	0.391
unfulfilled	unfulfilled	anticipation	0.391
assurance	assurance	anticipation	0.391
condemnation	feroardieling	anticipation	0.391
undoubted	sûnder mis	anticipation	0.391
diplomacy	diplomaat	anticipation	0.391
familiarity	fertrouwens	anticipation	0.391
antidote	tsjingif	anticipation	0.391
chuckle	chuckle	anticipation	0.391
objective	objektyf	anticipation	0.391
maternal	maternal	anticipation	0.391
abeyance	ôfwêzich	anticipation	0.391
art	keunst	anticipation	0.391
linger	leanje	anticipation	0.391
trust	fertrouwe	anticipation	0.391
depraved	ferwûnen	anticipation	0.391
sanctify	hilligje	anticipation	0.391
inoculation	ynokulation	anticipation	0.384
chant	chant	anticipation	0.383
banger	banger	anticipation	0.383
playground	boarterstún	anticipation	0.383
failing	mislearre	anticipation	0.383
ship	skip	anticipation	0.383
hymn	hymne	anticipation	0.383
simplify	ferienfâldigje	anticipation	0.383
ram	raam	anticipation	0.383
labor	arbeid	anticipation	0.383
discretion	diskretion	anticipation	0.383
hap	NO TRANSLATION	anticipation	0.383
good	goed	anticipation	0.383
scientist	wittenskipper	anticipation	0.383
undecided	ûnbeheind	anticipation	0.383
humanitarian	humanitêr	anticipation	0.383
depend	ôfhinklik	anticipation	0.383
dutiful	dutiful	anticipation	0.383
clock	klok	anticipation	0.375
sterling	sterling	anticipation	0.375
mountain	berch	anticipation	0.375
savor	smaak	anticipation	0.375
recurrent	weromwike	anticipation	0.375
interim	ynterim	anticipation	0.375
navigator	navigator	anticipation	0.375
gradual	gradual	anticipation	0.375
interminable	ûnminsklik	anticipation	0.375
track	spoar	anticipation	0.375
public	iepenbier	anticipation	0.375
cradle	widze	anticipation	0.375
concealed	ferburgen	anticipation	0.367
lesson	les	anticipation	0.367
instructions	ynstruksjes	anticipation	0.367
shiver	shiver	anticipation	0.367
musical	muzikaal	anticipation	0.367
towering	opstannich	anticipation	0.367
whim	whim	anticipation	0.367
spear	spear	anticipation	0.367
convince	oertsjûgje	anticipation	0.367
sonar	sonar	anticipation	0.367
abide	bliuwend	anticipation	0.367
biennial	biennial	anticipation	0.367
theology	teology	anticipation	0.359
offset	offset	anticipation	0.359
atone	atone	anticipation	0.359
timidity	skoanheit	anticipation	0.359
theory	teory	anticipation	0.359
undying	ûnthâlde	anticipation	0.359
plump	plump	anticipation	0.359
audience	publyk	anticipation	0.357
nobility	adel	anticipation	0.352
paragon	paragon	anticipation	0.352
dietary	diary	anticipation	0.352
closure	sluting	anticipation	0.352
store	winkel	anticipation	0.352
localize	lokale	anticipation	0.352
cramp	kramp	anticipation	0.352
daily	deistich	anticipation	0.352
kindred	kindred	anticipation	0.352
farm	pleats	anticipation	0.352
edition	edysje	anticipation	0.352
consecration	wekker	anticipation	0.352
archaeology	argeology	anticipation	0.344
mobile	mobyl	anticipation	0.344
errand	errand	anticipation	0.344
wireless	wireless	anticipation	0.344
mutable	mutich	anticipation	0.344
meditate	meditative	anticipation	0.344
stripped	ôfbrekke	anticipation	0.344
lessen	minder	anticipation	0.336
unaccountable	ûnbeskikber	anticipation	0.336
pare	NO TRANSLATION	anticipation	0.336
brotherly	broer	anticipation	0.336
buddy	buddy	anticipation	0.336
unbeaten	unbeaten	anticipation	0.336
germ	germ	anticipation	0.336
dove	do	anticipation	0.328
digress	ôfbrekke	anticipation	0.328
ribbon	lint	anticipation	0.328
olfactory	olfaktory	anticipation	0.328
patient	geduldich	anticipation	0.328
council	ried	anticipation	0.328
possess	besitte	anticipation	0.328
secular	wrâldlik	anticipation	0.328
chastity	chastity	anticipation	0.328
disposed	Wetter - Agrarwetter	anticipation	0.320
regularity	regeljouwing	anticipation	0.320
mediator	mediator	anticipation	0.320
scrutinize	scrutinize	anticipation	0.320
fancy	fancy	anticipation	0.320
immature	ûnreplik guod	anticipation	0.320
infanticide	infantyk	anticipation	0.320
heft	heft	anticipation	0.320
preservative	konservatyf	anticipation	0.320
paddle	paddle	anticipation	0.320
cove	cove	anticipation	0.320
denying	wegere	anticipation	0.312
bugle	bugle	anticipation	0.312
unpublished	ûnpublikaasje	anticipation	0.312
analyst	analyst	anticipation	0.312
grim	bartsk	anticipation	0.312
church	tsjerke	anticipation	0.312
priesthood	prysters	anticipation	0.305
mill	mûne	anticipation	0.305
judicial	juridysk	anticipation	0.305
broadside	breed	anticipation	0.305
tributary	tributary	anticipation	0.297
cap	hoed	anticipation	0.297
thermocouple	thermofoarm	anticipation	0.297
dismay	ferrassing	anticipation	0.297
instructor	ynstrukteur	anticipation	0.297
saliva	spiis	anticipation	0.297
exhaustion	útputting	anticipation	0.297
bruise	bruise	anticipation	0.289
wont	NO TRANSLATION	anticipation	0.289
homeless	dakleas	anticipation	0.289
visor	visor	anticipation	0.289
discreet	NO TRANSLATION	anticipation	0.289
network	netwurk	anticipation	0.289
shackle	shackle	anticipation	0.289
addresses	adressen	anticipation	0.289
noncompliance	net-kompensaasje	anticipation	0.289
cataract	katarakt	anticipation	0.289
skewed	skewed	anticipation	0.281
astronomer	astronoom	anticipation	0.281
neighbor	buorman	anticipation	0.281
holiness	hilligens	anticipation	0.273
devil	duvel	anticipation	0.273
cream	rjemme	anticipation	0.273
picket	pake	anticipation	0.273
latent	latent	anticipation	0.273
immaturity	ûnregelmjittichheid	anticipation	0.273
sentence	sin	anticipation	0.273
neighborhood	buert	anticipation	0.266
morals	moralen	anticipation	0.266
lull	lul	anticipation	0.266
habitual	gewoanlik	anticipation	0.266
weight	gewicht	anticipation	0.258
bye	doei	anticipation	0.258
forearm	foarearm	anticipation	0.250
clown	klown	anticipation	0.250
organ	orgaan	anticipation	0.250
quote	quote	anticipation	0.242
commonplace	gewoanwei	anticipation	0.242
dictatorship	Diktatuer	anticipation	0.234
board	board	anticipation	0.234
white	wyt	anticipation	0.234
treadmill	treadmill	anticipation	0.234
rail	rail	anticipation	0.234
sundial	sundial	anticipation	0.227
tree	beam	anticipation	0.227
paralysis	ferlamming	anticipation	0.211
worm	wjirm	anticipation	0.203
organization	organisaasje	anticipation	0.203
cement	semint	anticipation	0.203
lagging	bliuwend	anticipation	0.180
neutral	neutraal	anticipation	0.148
cannibalism	kanibalisme	disgust	0.953
mutilation	mutilaasje	disgust	0.930
molestation	molestaasje	disgust	0.914
incest	incest	disgust	0.914
gonorrhea	gonorrhea	disgust	0.906
rape	koalsied	disgust	0.906
cannibal	kanibal	disgust	0.898
rot	rot	disgust	0.891
corpse	lyk	disgust	0.883
massacre	massaazje	disgust	0.883
excrement	ekspresje	disgust	0.883
slaughter	slachtoffer	disgust	0.875
barf	barf	disgust	0.875
slaughterhouse	slachthús	disgust	0.867
rancid	ranskid	disgust	0.859
sewerage	rioel	disgust	0.859
incestuous	incestuous	disgust	0.859
filth	filth	disgust	0.859
bigot	bigot	disgust	0.859
infestation	infestaasje	disgust	0.852
plague	pleach	disgust	0.852
bloodthirsty	bloedige	disgust	0.852
holocaust	holocaust	disgust	0.852
rotting	rotting	disgust	0.844
maggot	maggot	disgust	0.844
feces	feces	disgust	0.844
fecal	fecal	disgust	0.844
murder	moard	disgust	0.839
infanticide	infantyk	disgust	0.836
homicide	omroep	disgust	0.836
asshole	asshole	disgust	0.836
enslaved	enslavde	disgust	0.836
gore	gore	disgust	0.828
perverted	perverted	disgust	0.828
torture	marteling	disgust	0.828
slaughtering	slachtoffer	disgust	0.828
excretion	útkearing	disgust	0.828
contaminate	kontaminearje	disgust	0.821
murderer	moardner	disgust	0.820
gory	gory	disgust	0.820
repugnant	repugnant	disgust	0.820
desecration	ferneatiging	disgust	0.820
grotesque	groteske	disgust	0.820
revolting	wjerhâlden	disgust	0.820
diarrhoea	diarree	disgust	0.820
manure	dong	disgust	0.820
terrorist	terrorist	disgust	0.820
shit	shit	disgust	0.820
pervert	pervert	disgust	0.820
slavery	slavery	disgust	0.812
faeces	faeces	disgust	0.812
sewer	rioel	disgust	0.812
vomit	ôfbrekke	disgust	0.812
manslaughter	manslaughter	disgust	0.812
dismemberment	fersmoarging	disgust	0.812
cadaver	cadaver	disgust	0.812
hemorrhage	hemorrhage	disgust	0.805
repulsive	repulsyf	disgust	0.805
perverse	perverse	disgust	0.805
filthy	filthy	disgust	0.797
sewage	sewage	disgust	0.797
depravity	ôfwikseling	disgust	0.797
diseased	sykte	disgust	0.797
carcass	karkas	disgust	0.795
decompose	ûntbrekke	disgust	0.789
vermin	vermin	disgust	0.789
puke	puke	disgust	0.789
parasite	parasyt	disgust	0.789
horrific	horrific	disgust	0.789
gruesome	grúzom	disgust	0.789
dung	NO TRANSLATION	disgust	0.789
mutilated	mutilearre	disgust	0.789
murderous	murd	disgust	0.789
decayed	ferfalle	disgust	0.789
herpes	herpes	disgust	0.789
slime	slime	disgust	0.781
flatulence	flatulence	disgust	0.781
monstrosity	monstrositeit	disgust	0.781
carnage	wapens	disgust	0.781
pestilence	pestelens	disgust	0.781
malaria	malaria	disgust	0.781
crap	crap	disgust	0.781
toxic	toxic	disgust	0.773
loathsome	tsjuster	disgust	0.773
insidious	insidious	disgust	0.773
leprosy	leprosy	disgust	0.773
morgue	morgue	disgust	0.773
pus	pus	disgust	0.773
herpesvirus	herpesvirus	disgust	0.773
whore	hoer	disgust	0.766
cruel	wreed	disgust	0.766
repugnance	repugnance	disgust	0.766
revulsion	ûntslach	disgust	0.766
xenophobia	Xenophobia	disgust	0.766
regurgitation	regurgitation	disgust	0.766
anthrax	anthrax	disgust	0.766
lynch	lynch	disgust	0.766
dissection	dissection	disgust	0.759
canker	canker	disgust	0.758
cruelty	wredens	disgust	0.758
perversion	perversion	disgust	0.758
evil	kwea	disgust	0.758
slum	slum	disgust	0.758
infectious	infektyf	disgust	0.758
mucous	mucus	disgust	0.758
phlegm	phlegm	disgust	0.758
leeches	leeches	disgust	0.750
decomposition	dekompensaasje	disgust	0.750
sinister	sinister	disgust	0.750
corrupting	ferdoarn	disgust	0.750
demon	demon	disgust	0.742
stinking	stinkende	disgust	0.742
septic	septysk	disgust	0.742
deranged	deranged	disgust	0.742
bile	bile	disgust	0.742
soiled	fersmoarge	disgust	0.742
mucus	mucus	disgust	0.742
abhorrence	ôfhinklikheid	disgust	0.742
abomination	abominaasje	disgust	0.742
sickening	skriklik	disgust	0.742
demonic	demonysk	disgust	0.742
foul	foul	disgust	0.734
obese	obese	disgust	0.734
sicken	sicken	disgust	0.734
degeneracy	degeneraasje	disgust	0.734
crucifixion	kruzifixion	disgust	0.734
despicable	ferbean	disgust	0.734
cancer	kanker	disgust	0.734
atrocity	geweldigheid	disgust	0.734
terrorism	terrorisme	disgust	0.734
dirty	smoarch	disgust	0.727
dysentery	dysentery	disgust	0.727
adultery	bloed	disgust	0.727
contamination	fersmoarging	disgust	0.727
bacterium	baktearje	disgust	0.727
diabolical	diabolisch	disgust	0.727
morbidity	morbiditeit	disgust	0.727
grisly	grisly	disgust	0.727
repulsion	repulsion	disgust	0.727
enema	enema	disgust	0.727
contagion	contagion	disgust	0.719
disfigured	disfigured	disgust	0.719
muck	muck	disgust	0.719
lewd	lewd	disgust	0.719
garbage	garbage	disgust	0.719
autopsy	autopsy	disgust	0.719
bowels	tsjuster	disgust	0.719
gross	grut	disgust	0.719
vulgar	fulgêr	disgust	0.719
barbaric	barbaar	disgust	0.719
disgust	wearze	disgust	0.719
vicious	fisk	disgust	0.719
entrails	entrails	disgust	0.719
deterioration	fersmoarging	disgust	0.719
pungent	pinguins	disgust	0.719
bloodshed	bloed	disgust	0.714
violent	gewelddiedich	disgust	0.711
tyrant	tirant	disgust	0.711
poisoned	fergiftige	disgust	0.711
pollute	fersmoarge	disgust	0.711
wretched	min	disgust	0.711
nausea	nuttich	disgust	0.711
mortification	mortification	disgust	0.711
gag	gag	disgust	0.711
vulgarity	vulgariteit	disgust	0.703
disgusting	ôfgryslik	disgust	0.703
grope	groep	disgust	0.703
slut	slut	disgust	0.703
poisoning	fergiftiging	disgust	0.703
depraved	ferwûnen	disgust	0.703
noxious	noege	disgust	0.703
porn	porn	disgust	0.703
nasty	bang	disgust	0.703
slimy	slimy	disgust	0.703
despotism	despotisme	disgust	0.703
nauseate	nûmere	disgust	0.703
secretion	secretion	disgust	0.703
constipation	fersteuring	disgust	0.703
hateful	hateich	disgust	0.703
grime	grime	disgust	0.703
measles	moas	disgust	0.696
contagious	oansteklik	disgust	0.695
hellish	hellich	disgust	0.695
waste	ôffal	disgust	0.695
suicidal	suicidal	disgust	0.695
abuse	misbrûk	disgust	0.695
hate	haat	disgust	0.695
wretch	wretearje	disgust	0.695
intestinal	yntestinaal	disgust	0.695
wart	wart	disgust	0.695
obesity	obesity	disgust	0.695
scum	scum	disgust	0.695
contaminated	kontaminearre	disgust	0.688
disease	sykte	disgust	0.688
rabid	rabid	disgust	0.688
ooze	ooze	disgust	0.688
treason	Ferrie	disgust	0.688
heartworm	heartworm	disgust	0.688
smut	smut	disgust	0.688
cholera	goalera	disgust	0.680
deformed	ferwurde	disgust	0.680
detest	ferrifelje	disgust	0.680
bestial	bestial	disgust	0.680
sickness	sykte	disgust	0.680
antichrist	antykrist	disgust	0.680
abhorrent	ôfbrekke	disgust	0.680
soulless	sailless	disgust	0.680
freakish	freakish	disgust	0.680
grimy	grimy	disgust	0.680
hatred	hate	disgust	0.680
pollution	fersmoarging	disgust	0.680
germ	germ	disgust	0.680
abominate	abominate	disgust	0.680
hell	hel	disgust	0.680
dilapidated	ferwûne	disgust	0.672
dictatorship	Diktatuer	disgust	0.672
inhuman	ûnminsklik	disgust	0.672
greasy	fetlik	disgust	0.672
hideous	efterút	disgust	0.672
loathful	loedlik	disgust	0.672
obscene	obszön	disgust	0.672
loathing	loathing	disgust	0.672
cess	cess	disgust	0.670
devil	duvel	disgust	0.664
heretic	heretic	disgust	0.664
nauseous	nauseous	disgust	0.664
abominable	abominable	disgust	0.664
deformity	deformiteit	disgust	0.664
deadly	deadlik	disgust	0.664
swine	swine	disgust	0.664
discrimination	diskriminaasje	disgust	0.664
masochism	masochisme	disgust	0.664
poisonous	giftich	disgust	0.656
prejudiced	foaroardielje	disgust	0.656
bacteria	baktearjen	disgust	0.656
death	dea	disgust	0.656
poison	fergif	disgust	0.656
trash	Rommel	disgust	0.656
abortion	aborting	disgust	0.656
corruption	korrupsje	disgust	0.656
victimized	ferwûnen	disgust	0.656
oppression	ûnderdrukking	disgust	0.656
goo	goo	disgust	0.656
latrines	latrines	disgust	0.656
horror	ôfgriis	disgust	0.656
horrible	skriklik	disgust	0.656
nefarious	fertrietlik	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	vindictive	disgust	0.648
outhouse	bûtenhûs	disgust	0.648
horrid	horrid	disgust	0.648
detestation	ferhúzje	disgust	0.648
sludge	sliepe	disgust	0.648
ugly	ûnsjoch	disgust	0.648
trashy	trashy	disgust	0.648
bitch	bitch	disgust	0.648
immoral	ymmoreel	disgust	0.648
malfeasance	malfeasant	disgust	0.641
spew	spew	disgust	0.641
pimple	pimple	disgust	0.641
indecency	ûnôfhinklikens	disgust	0.641
unsightly	net genôch	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	ferrifelje	disgust	0.641
cystic	cystika	disgust	0.641
horrifying	frjemd	disgust	0.641
derogatory	ôfwikend	disgust	0.641
laxative	laaksje	disgust	0.641
criminality	kriminaliteit	disgust	0.641
oppressive	oppressyf	disgust	0.633
sinful	sûndich	disgust	0.633
bigoted	groeide	disgust	0.633
doomsday	doomsday	disgust	0.633
prostitution	prostitúsje	disgust	0.633
ulcer	ulcer	disgust	0.633
secrete	secrete	disgust	0.633
perpetrator	feroardieler	disgust	0.633
rat	rôt	disgust	0.633
queasy	wierskynlik	disgust	0.633
mildew	mildew	disgust	0.633
dastardly	dastardly	disgust	0.625
disgraceful	skamje	disgust	0.625
ghastly	geastlik	disgust	0.625
persecution	ferfolging	disgust	0.625
devilish	tûk	disgust	0.625
degrading	ôfbraak	disgust	0.625
obscenity	obscenity	disgust	0.625
fungus	fungus	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	gluttony	disgust	0.625
stools	stoelen	disgust	0.625
suffering	lijen	disgust	0.625
contemptible	ferachtlik	disgust	0.625
cuckold	cuckold	disgust	0.625
bloated	bloed	disgust	0.625
aghast	aghast	disgust	0.625
betrayal	ferrassing	disgust	0.617
guillotine	guillotine	disgust	0.617
infect	ynfiere	disgust	0.617
spoil	bedjerre	disgust	0.617
tetanus	tetanus	disgust	0.617
fat	fet	disgust	0.617
louse	lús	disgust	0.617
malicious	ferkeard	disgust	0.617
polygamy	polygamy	disgust	0.617
crusty	krustich	disgust	0.617
atrocious	geweldig	disgust	0.617
deceit	ferrifelje	disgust	0.617
termite	termite	disgust	0.617
loathe	loathe	disgust	0.617
wench	wench	disgust	0.617
dying	stjerre	disgust	0.617
sickly	siik	disgust	0.617
diaper	ruft	disgust	0.617
strangle	strakke	disgust	0.617
drool	drool	disgust	0.609
slander	rabberij	disgust	0.609
abhor	ôfhinklik	disgust	0.609
venomous	geweldig	disgust	0.609
brothel	brothel	disgust	0.609
ghetto	ghetto	disgust	0.609
violently	geweldich	disgust	0.609
hostile	fijannich	disgust	0.609
sabotage	sabotage	disgust	0.609
deform	ferfoarme	disgust	0.609
bleeding	Bliedend	disgust	0.609
unwashed	ûnwashed	disgust	0.602
lunacy	lunacy	disgust	0.602
imprisonment	finzenis	disgust	0.602
infidel	ferdoarn	disgust	0.602
deprivation	deprivaasje	disgust	0.602
traitor	ferrieder	disgust	0.602
ugliness	ûngelok	disgust	0.602
musty	mûle	disgust	0.602
illicit	illegaal	disgust	0.602
swampy	swampy	disgust	0.602
poaching	poachje	disgust	0.602
