word	German-de	emotion	emotion-intensity-score
daily	Täglich	anticipation	0.352
kindred	Verwandtschaft	anticipation	0.352
farm	Bauernhof	anticipation	0.352
edition	Auflage	anticipation	0.352
consecration	Weihe	anticipation	0.352
archaeology	Archäologie	anticipation	0.344
mobile	Handy, Mobiltelefon	anticipation	0.344
errand	Auftrag	anticipation	0.344
wireless	kabellos	anticipation	0.344
mutable	veränderlich	anticipation	0.344
meditate	meditieren	anticipation	0.344
stripped	abgestreift	anticipation	0.344
lessen	verringern	anticipation	0.336
unaccountable	unerklärlich	anticipation	0.336
pare	NO TRANSLATION	anticipation	0.336
brotherly	brüderlich	anticipation	0.336
buddy	Kumpel	anticipation	0.336
unbeaten	ungeschlagen	anticipation	0.336
germ	Keim	anticipation	0.336
dove	Taube	anticipation	0.328
digress	abschweifen	anticipation	0.328
ribbon	Band	anticipation	0.328
olfactory	olfaktorisch	anticipation	0.328
patient	geduldig	anticipation	0.328
council	Rat	anticipation	0.328
possess	besitzen	anticipation	0.328
secular	weltlich	anticipation	0.328
chastity	Keuschheit	anticipation	0.328
disposed	entsorgt	anticipation	0.320
regularity	Regelmäßigkeit	anticipation	0.320
mediator	Vermittler	anticipation	0.320
scrutinize	prüfen	anticipation	0.320
fancy	schick	anticipation	0.320
immature	unreif	anticipation	0.320
infanticide	Kindestötung	anticipation	0.320
heft	Gewicht	anticipation	0.320
preservative	Konservierungsmittel	anticipation	0.320
paddle	Paddel	anticipation	0.320
cove	Bucht	anticipation	0.320
denying	zu leugnen	anticipation	0.312
bugle	Horn	anticipation	0.312
unpublished	unveröffentlicht	anticipation	0.312
analyst	Analytiker	anticipation	0.312
grim	grimmig	anticipation	0.312
church	Kirche	anticipation	0.312
priesthood	Priestertum	anticipation	0.305
mill	Mühle	anticipation	0.305
judicial	gerichtlich	anticipation	0.305
broadside	Breitseite	anticipation	0.305
tributary	Nebenfluss	anticipation	0.297
cap	Deckel	anticipation	0.297
thermocouple	Thermoelement	anticipation	0.297
dismay	Bestürzung	anticipation	0.297
instructor	Lehrer	anticipation	0.297
saliva	Speichel	anticipation	0.297
exhaustion	Erschöpfung	anticipation	0.297
bruise	Prellung	anticipation	0.289
wont	NO TRANSLATION	anticipation	0.289
homeless	obdachlos	anticipation	0.289
visor	Visier	anticipation	0.289
discreet	NO TRANSLATION	anticipation	0.289
network	Netzwerk	anticipation	0.289
shackle	Schäkel	anticipation	0.289
addresses	Adressen	anticipation	0.289
noncompliance	Nichteinhaltung	anticipation	0.289
cataract	Katarakt	anticipation	0.289
skewed	verzerrt	anticipation	0.281
astronomer	Astronom	anticipation	0.281
neighbor	Nachbar	anticipation	0.281
holiness	Heiligkeit	anticipation	0.273
devil	Teufel	anticipation	0.273
cream	Sahne	anticipation	0.273
picket	Streikposten	anticipation	0.273
latent	latent	anticipation	0.273
immaturity	Unreife	anticipation	0.273
sentence	Satz	anticipation	0.273
neighborhood	Gegend	anticipation	0.266
morals	Moral	anticipation	0.266
lull	Flaute	anticipation	0.266
habitual	gewohnheitsmäßig	anticipation	0.266
weight	Gewicht	anticipation	0.258
bye	Tschüss	anticipation	0.258
forearm	Unterarm	anticipation	0.250
clown	Clown	anticipation	0.250
organ	Organ	anticipation	0.250
quote	Zitat	anticipation	0.242
commonplace	alltäglich	anticipation	0.242
dictatorship	Diktatur	anticipation	0.234
board	Tafel	anticipation	0.234
white	Weiß	anticipation	0.234
treadmill	Laufband	anticipation	0.234
rail	Schiene	anticipation	0.234
sundial	Sonnenuhr	anticipation	0.227
tree	Baum	anticipation	0.227
paralysis	Lähmung	anticipation	0.211
worm	Wurm	anticipation	0.203
organization	Organisation	anticipation	0.203
cement	Zement	anticipation	0.203
lagging	hinken	anticipation	0.180
neutral	neutral	anticipation	0.148
cannibalism	Kannibalismus	disgust	0.953
mutilation	Verstümmelung	disgust	0.930
molestation	Belästigung	disgust	0.914
incest	Inzest	disgust	0.914
gonorrhea	Tripper	disgust	0.906
rape	vergewaltigen	disgust	0.906
cannibal	Kannibale	disgust	0.898
rot	verrotten	disgust	0.891
corpse	Leiche	disgust	0.883
massacre	Massaker	disgust	0.883
excrement	Kot	disgust	0.883
slaughter	schlachten	disgust	0.875
barf	Kotzen	disgust	0.875
slaughterhouse	Schlachthof	disgust	0.867
rancid	ranzig	disgust	0.859
sewerage	Kanalisation	disgust	0.859
incestuous	inzestuös	disgust	0.859
filth	Schmutz	disgust	0.859
bigot	Frömmler	disgust	0.859
infestation	Befall	disgust	0.852
plague	Pest	disgust	0.852
bloodthirsty	blutrünstig	disgust	0.852
holocaust	Holocaust	disgust	0.852
rotting	verrotten	disgust	0.844
maggot	Made	disgust	0.844
feces	Kot	disgust	0.844
fecal	Fäkalien	disgust	0.844
murder	Mord	disgust	0.839
infanticide	Kindestötung	disgust	0.836
homicide	Mord	disgust	0.836
asshole	Arschloch	disgust	0.836
enslaved	versklavt	disgust	0.836
gore	Blut	disgust	0.828
perverted	pervertiert	disgust	0.828
torture	Folter	disgust	0.828
slaughtering	Schlachtung	disgust	0.828
excretion	Ausscheidung	disgust	0.828
contaminate	verunreinigen	disgust	0.821
murderer	Mörder	disgust	0.820
gory	blutrot	disgust	0.820
repugnant	abstoßend	disgust	0.820
desecration	Entweihung	disgust	0.820
grotesque	grotesk	disgust	0.820
revolting	widerlich	disgust	0.820
diarrhoea	Durchfall	disgust	0.820
manure	düngen	disgust	0.820
terrorist	Terrorist	disgust	0.820
shit	Scheisse	disgust	0.820
pervert	pervers	disgust	0.820
slavery	Sklaverei	disgust	0.812
faeces	Kot	disgust	0.812
sewer	Kanal	disgust	0.812
vomit	erbrechen	disgust	0.812
manslaughter	Totschlag	disgust	0.812
dismemberment	Zerstückelung	disgust	0.812
cadaver	Leiche	disgust	0.812
hemorrhage	Blutung	disgust	0.805
repulsive	abstoßend	disgust	0.805
perverse	pervers	disgust	0.805
filthy	schmutzig	disgust	0.797
sewage	Abwasser	disgust	0.797
depravity	Verderbtheit	disgust	0.797
diseased	krank	disgust	0.797
carcass	Karkasse	disgust	0.795
decompose	zersetzen	disgust	0.789
vermin	Ungeziefer	disgust	0.789
puke	Kotzen	disgust	0.789
parasite	Parasit	disgust	0.789
horrific	entsetzlich	disgust	0.789
gruesome	grausam	disgust	0.789
dung	NO TRANSLATION	disgust	0.789
mutilated	verstümmelt	disgust	0.789
murderous	mörderisch	disgust	0.789
decayed	verfallen	disgust	0.789
herpes	Herpes	disgust	0.789
slime	Schleim	disgust	0.781
flatulence	Blähung	disgust	0.781
monstrosity	Ungeheuerlichkeit	disgust	0.781
carnage	Gemetzel	disgust	0.781
pestilence	Pest	disgust	0.781
malaria	Malaria	disgust	0.781
crap	Mist	disgust	0.781
toxic	giftig	disgust	0.773
loathsome	abscheulich	disgust	0.773
insidious	heimtückisch	disgust	0.773
leprosy	Lepra	disgust	0.773
morgue	Leichenschauhaus	disgust	0.773
pus	Eiter	disgust	0.773
herpesvirus	Herpesvirus	disgust	0.773
whore	Hure	disgust	0.766
cruel	grausam	disgust	0.766
repugnance	Abscheu	disgust	0.766
revulsion	Abscheu	disgust	0.766
xenophobia	Fremdenfeindlichkeit	disgust	0.766
regurgitation	Aufstoßen	disgust	0.766
anthrax	Milzbrand	disgust	0.766
lynch	lynchen	disgust	0.766
dissection	Präparation	disgust	0.759
canker	Krebs	disgust	0.758
cruelty	Grausamkeit	disgust	0.758
perversion	Perversion	disgust	0.758
evil	böse	disgust	0.758
slum	Slum	disgust	0.758
infectious	ansteckend	disgust	0.758
mucous	schleimig	disgust	0.758
phlegm	Schleim	disgust	0.758
leeches	Blutegel	disgust	0.750
decomposition	Zersetzung	disgust	0.750
sinister	unheimlich	disgust	0.750
corrupting	korrumpierend	disgust	0.750
demon	Dämon	disgust	0.742
stinking	stinkend	disgust	0.742
septic	septisch	disgust	0.742
deranged	geistesgestört	disgust	0.742
bile	Galle	disgust	0.742
soiled	verschmutzt	disgust	0.742
mucus	Schleim	disgust	0.742
abhorrence	Abscheu	disgust	0.742
abomination	Gräuel	disgust	0.742
sickening	widerlich	disgust	0.742
demonic	dämonisch	disgust	0.742
foul	Foul	disgust	0.734
obese	fettleibig	disgust	0.734
sicken	erkranken	disgust	0.734
degeneracy	Entartung	disgust	0.734
crucifixion	Kreuzigung	disgust	0.734
despicable	Verabscheuungswürdig	disgust	0.734
cancer	Krebs	disgust	0.734
atrocity	Gräueltat	disgust	0.734
terrorism	Terrorismus	disgust	0.734
dirty	dreckig	disgust	0.727
dysentery	Ruhr	disgust	0.727
adultery	Ehebruch	disgust	0.727
contamination	Kontamination	disgust	0.727
bacterium	Bakterium	disgust	0.727
diabolical	teuflisch	disgust	0.727
morbidity	Morbidität	disgust	0.727
grisly	grausig	disgust	0.727
repulsion	Abstoßung	disgust	0.727
enema	Einlauf	disgust	0.727
contagion	Ansteckung	disgust	0.719
disfigured	entstellt	disgust	0.719
muck	Dreck	disgust	0.719
lewd	Lewd	disgust	0.719
garbage	Müll	disgust	0.719
autopsy	Autopsie	disgust	0.719
bowels	Eingeweide	disgust	0.719
gross	brutto	disgust	0.719
vulgar	vulgär	disgust	0.719
barbaric	barbarisch	disgust	0.719
disgust	der Ekel	disgust	0.719
vicious	bösartig	disgust	0.719
entrails	Eingeweide	disgust	0.719
deterioration	Verschlechterung	disgust	0.719
pungent	scharf	disgust	0.719
bloodshed	Blutvergießen	disgust	0.714
violent	heftig	disgust	0.711
tyrant	Tyrann	disgust	0.711
poisoned	vergiftet	disgust	0.711
pollute	verschmutzen	disgust	0.711
wretched	erbärmlich	disgust	0.711
nausea	Übelkeit	disgust	0.711
mortification	Demütigung	disgust	0.711
gag	Gag	disgust	0.711
vulgarity	Vulgarität	disgust	0.703
disgusting	widerlich	disgust	0.703
grope	tasten	disgust	0.703
slut	Schlampe	disgust	0.703
poisoning	Vergiftung	disgust	0.703
depraved	verdorben	disgust	0.703
noxious	schädlich	disgust	0.703
porn	Porno	disgust	0.703
nasty	böse	disgust	0.703
slimy	schleimig	disgust	0.703
despotism	Despotismus	disgust	0.703
nauseate	ekeln	disgust	0.703
secretion	Sekretion	disgust	0.703
constipation	Verstopfung	disgust	0.703
hateful	hasserfüllt	disgust	0.703
grime	Schmutz	disgust	0.703
measles	Masern	disgust	0.696
contagious	ansteckend	disgust	0.695
hellish	höllisch	disgust	0.695
waste	Abfall	disgust	0.695
suicidal	lebensmüde	disgust	0.695
abuse	Missbrauch	disgust	0.695
hate	Hass	disgust	0.695
wretch	Unglücklicher	disgust	0.695
intestinal	Darm-	disgust	0.695
wart	Warze	disgust	0.695
obesity	Fettleibigkeit	disgust	0.695
scum	Abschaum	disgust	0.695
contaminated	kontaminiert	disgust	0.688
disease	Krankheit	disgust	0.688
rabid	tollwütig	disgust	0.688
ooze	Schlamm	disgust	0.688
treason	Verrat	disgust	0.688
heartworm	Herzwurm	disgust	0.688
smut	Schmutz	disgust	0.688
cholera	Cholera	disgust	0.680
deformed	deformiert	disgust	0.680
detest	verabscheuen	disgust	0.680
bestial	bestialisch	disgust	0.680
sickness	Krankheit	disgust	0.680
antichrist	Antichrist	disgust	0.680
abhorrent	abscheulich	disgust	0.680
soulless	seelenlos	disgust	0.680
freakish	komisch	disgust	0.680
grimy	schmutzig	disgust	0.680
hatred	Hass	disgust	0.680
pollution	Verschmutzung	disgust	0.680
germ	Keim	disgust	0.680
abominate	verabscheuen	disgust	0.680
hell	Hölle	disgust	0.680
dilapidated	baufällig	disgust	0.672
dictatorship	Diktatur	disgust	0.672
inhuman	unmenschlich	disgust	0.672
greasy	fettig	disgust	0.672
hideous	abscheulich	disgust	0.672
loathful	abscheulich	disgust	0.672
obscene	obszön	disgust	0.672
loathing	Abscheu	disgust	0.672
cess	cess	disgust	0.670
devil	Teufel	disgust	0.664
heretic	Ketzer	disgust	0.664
nauseous	übel	disgust	0.664
abominable	abscheulich	disgust	0.664
deformity	Deformität	disgust	0.664
deadly	tötlich	disgust	0.664
swine	Schwein	disgust	0.664
discrimination	Diskriminierung	disgust	0.664
masochism	Masochismus	disgust	0.664
poisonous	giftig	disgust	0.656
prejudiced	voreingenommen	disgust	0.656
bacteria	Bakterien	disgust	0.656
death	Tod	disgust	0.656
poison	Gift	disgust	0.656
trash	Müll	disgust	0.656
abortion	Abtreibung	disgust	0.656
corruption	Korruption	disgust	0.656
victimized	Opfer	disgust	0.656
oppression	Unterdrückung	disgust	0.656
goo	Schmiere	disgust	0.656
latrines	Latrinen	disgust	0.656
horror	Grusel	disgust	0.656
horrible	schrecklich	disgust	0.656
nefarious	schändlich	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	rachsüchtig	disgust	0.648
outhouse	Nebengebäude	disgust	0.648
horrid	schrecklich	disgust	0.648
detestation	Verabscheuung	disgust	0.648
sludge	Schlamm	disgust	0.648
ugly	hässlich	disgust	0.648
trashy	trashig	disgust	0.648
bitch	Hündin	disgust	0.648
immoral	unmoralisch	disgust	0.648
malfeasance	Amtsmissbrauch	disgust	0.641
spew	speien	disgust	0.641
pimple	Pickel	disgust	0.641
indecency	Unanständigkeit	disgust	0.641
unsightly	unansehnlich	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	schurkisch	disgust	0.641
cystic	zystisch	disgust	0.641
horrifying	erschreckend	disgust	0.641
derogatory	abfällig	disgust	0.641
laxative	Abführmittel	disgust	0.641
criminality	Kriminalität	disgust	0.641
oppressive	bedrückend	disgust	0.633
sinful	sündig	disgust	0.633
bigoted	bigott	disgust	0.633
doomsday	Weltuntergang	disgust	0.633
prostitution	Prostitution	disgust	0.633
ulcer	Geschwür	disgust	0.633
secrete	absondern	disgust	0.633
perpetrator	Täter	disgust	0.633
rat	Ratte	disgust	0.633
queasy	mulmig	disgust	0.633
mildew	Mehltau	disgust	0.633
dastardly	heimtückisch	disgust	0.625
disgraceful	schändlich	disgust	0.625
ghastly	grässlich	disgust	0.625
persecution	Verfolgung	disgust	0.625
devilish	teuflisch	disgust	0.625
degrading	erniedrigend	disgust	0.625
obscenity	Obszönität	disgust	0.625
fungus	Pilz	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	Völlerei	disgust	0.625
stools	Stühle	disgust	0.625
suffering	Leiden	disgust	0.625
contemptible	verächtlich	disgust	0.625
cuckold	Hahnrei	disgust	0.625
bloated	aufgebläht	disgust	0.625
aghast	entsetzt	disgust	0.625
betrayal	Verrat	disgust	0.617
guillotine	Guillotine	disgust	0.617
infect	infizieren	disgust	0.617
spoil	verwöhnen	disgust	0.617
tetanus	Tetanus	disgust	0.617
fat	Fett	disgust	0.617
louse	Laus	disgust	0.617
malicious	bösartig	disgust	0.617
polygamy	Polygamie	disgust	0.617
crusty	knusprig	disgust	0.617
atrocious	scheußlich	disgust	0.617
deceit	Betrug	disgust	0.617
termite	Termite	disgust	0.617
loathe	verabscheuen	disgust	0.617
wench	Weibsbild	disgust	0.617
dying	sterben	disgust	0.617
sickly	kränklich	disgust	0.617
diaper	Windel	disgust	0.617
strangle	erwürgen	disgust	0.617
drool	sabbern	disgust	0.609
slander	Verleumdung	disgust	0.609
abhor	verabscheuen	disgust	0.609
venomous	giftig	disgust	0.609
brothel	Bordell	disgust	0.609
ghetto	Ghetto	disgust	0.609
violently	heftig	disgust	0.609
hostile	feindlich	disgust	0.609
sabotage	Sabotage	disgust	0.609
deform	verformen	disgust	0.609
bleeding	Blutung	disgust	0.609
unwashed	ungewaschen	disgust	0.602
lunacy	Wahnsinn	disgust	0.602
imprisonment	Haft	disgust	0.602
infidel	ungläubig	disgust	0.602
deprivation	Entbehrung	disgust	0.602
traitor	Verräter	disgust	0.602
ugliness	Hässlichkeit	disgust	0.602
musty	muffig	disgust	0.602
illicit	illegal	disgust	0.602
swampy	sumpfig	disgust	0.602
poaching	Wilderei	disgust	0.602
hag	Hexe	disgust	0.602
butcher	Metzger	disgust	0.594
lunatic	verrückt	disgust	0.594
venom	Gift	disgust	0.594
repelling	abstoßend	disgust	0.594
thug	Schläger	disgust	0.594
misery	Elend	disgust	0.594
toilet	Toilette	disgust	0.594
slug	Schnecke	disgust	0.594
catastrophe	Katastrophe	disgust	0.594
epidemic	Epidemie	disgust	0.594
gut	Darm	disgust	0.594
intoxicated	berauscht	disgust	0.594
blister	Blase	disgust	0.594
deceitful	betrügerisch	disgust	0.594
hostility	Feindseligkeit	disgust	0.594
queasiness	Übelkeit	disgust	0.594
lurid	reißerisch	disgust	0.594
sinner	Sünder	disgust	0.594
incubus	Inkubus	disgust	0.586
lavatory	Toilette	disgust	0.586
harass	belästigen	disgust	0.586
unclean	unrein	disgust	0.586
prostitute	Prostituierte	disgust	0.586
pornography	Pornographie	disgust	0.586
dreadful	furchtbar	disgust	0.586
deteriorated	verschlechtert	disgust	0.586
appalling	entsetzlich	disgust	0.586
unfaithful	untreu	disgust	0.578
rash	Ausschlag	disgust	0.578
humiliating	erniedrigend	disgust	0.578
ruinous	ruinös	disgust	0.578
squeamish	zimperlich	disgust	0.578
offensive	beleidigend	disgust	0.578
conspirator	Verschwörer	disgust	0.578
larceny	Diebstahl	disgust	0.578
debauchery	Ausschweifung	disgust	0.578
mangle	Mangel	disgust	0.578
flea	Floh	disgust	0.578
hypocrite	Heuchler	disgust	0.578
retard	verzögern	disgust	0.578
fiend	Teufel	disgust	0.578
sick	krank	disgust	0.578
quagmire	Sumpf	disgust	0.578
expulsion	Vertreibung	disgust	0.578
treacherous	tückisch	disgust	0.570
dogsick	NO TRANSLATION	disgust	0.570
spit	spucken	disgust	0.570
devastating	verheerend	disgust	0.570
bastard	Bastard	disgust	0.570
messy	unordentlich	disgust	0.570
flog	prügeln	disgust	0.570
egregious	ungeheuerlich	disgust	0.570
swamp	Sumpf	disgust	0.570
oppress	unterdrücken	disgust	0.570
despise	verachten	disgust	0.570
dank	NO TRANSLATION	disgust	0.570
serpent	Schlange	disgust	0.570
snake	Schlange	disgust	0.562
terrible	furchtbar	disgust	0.562
awful	furchtbar	disgust	0.562
harmful	schädlich	disgust	0.562
insanity	Wahnsinn	disgust	0.562
indecent	unanständig	disgust	0.562
sordid	schmutzig	disgust	0.562
loo	Klo	disgust	0.562
scoundrel	Schurke	disgust	0.562
enemy	Feind	disgust	0.562
stealing	stehlen	disgust	0.562
alcoholism	Alkoholismus	disgust	0.562
humiliation	Erniedrigung	disgust	0.562
ruthless	rücksichtslos	disgust	0.562
sloppy	schlampig	disgust	0.562
tyrannical	tyrannisch	disgust	0.562
harlot	Hure	disgust	0.562
sinning	sündigen	disgust	0.562
robbery	Raub	disgust	0.555
insufferable	unerträglich	disgust	0.555
arsenic	Arsen	disgust	0.555
bloody	blutig	disgust	0.555
odious	abscheulich	disgust	0.555
ridicule	Spott	disgust	0.555
atrophy	Atrophie	disgust	0.555
beastly	tierisch	disgust	0.555
collusion	Absprache	disgust	0.555
distaste	Abneigung	disgust	0.555
segregate	trennen	disgust	0.555
discriminating	diskriminierend	disgust	0.555
coward	Feigling	disgust	0.555
wickedness	Bosheit	disgust	0.555
threatening	bedrohlich	disgust	0.555
unattractive	unattraktiv	disgust	0.555
slayer	Jägerin	disgust	0.555
flabby	schlaff	disgust	0.555
varicella	Varizellen	disgust	0.555
miserable	elend	disgust	0.547
sty	Schweinestall	disgust	0.547
ogre	Oger	disgust	0.547
coercion	Zwang	disgust	0.547
thief	Dieb	disgust	0.547
slur	Bogen	disgust	0.547
suffocating	erstickend	disgust	0.547
anathema	Anathema	disgust	0.547
purgatory	Fegefeuer	disgust	0.547
malevolent	böswillig	disgust	0.547
bitterly	bitterlich	disgust	0.547
burglar	Einbrecher	disgust	0.547
attacking	anzugreifen	disgust	0.547
vesicular	vesikulär	disgust	0.547
condemnation	Verurteilung	disgust	0.547
pillage	plündern	disgust	0.547
deleterious	schädlich	disgust	0.547
thrash	Thrash	disgust	0.539
repellant	abstoßend	disgust	0.539
repudiation	Zurückweisung	disgust	0.539
infidelity	Untreue	disgust	0.539
liar	Lügner	disgust	0.539
fatty	fettig	disgust	0.539
gob	Klumpen	disgust	0.539
sneer	spotten	disgust	0.539
drunken	betrunken	disgust	0.539
disgrace	Schande	disgust	0.539
shame	Schande	disgust	0.539
jealous	eifersüchtig	disgust	0.539
imprisoned	eingesperrt	disgust	0.539
pig	Schwein	disgust	0.539
greedy	gierig	disgust	0.539
sloth	Faultier	disgust	0.539
lethal	tödlich	disgust	0.536
burnt	verbrannt	disgust	0.531
aberration	Abweichung	disgust	0.531
condescension	Herablassung	disgust	0.531
hydrocephalus	Hydrocephalus	disgust	0.531
hanging	hängend	disgust	0.531
destructive	destruktiv	disgust	0.531
smuggler	Schmuggler	disgust	0.531
intolerant	intolerant	disgust	0.531
travesty	Travestie	disgust	0.531
intrusive	aufdringlich	disgust	0.531
ruined	ruiniert	disgust	0.531
withered	verwelkt	disgust	0.531
disintegrate	zerfallen	disgust	0.531
brawl	Schlägerei	disgust	0.531
blemish	Makel	disgust	0.531
neurotic	neurotisch	disgust	0.531
blasphemous	blasphemisch	disgust	0.531
lying	lügen	disgust	0.531
painful	schmerzlich	disgust	0.531
avarice	Habsucht	disgust	0.523
disgraced	blamiert	disgust	0.523
mistress	Herrin	disgust	0.523
disparaging	herabsetzend	disgust	0.523
rubbish	Müll	disgust	0.523
derogation	Ausnahmeregelung	disgust	0.523
accusation	Anklage	disgust	0.523
intolerance	Intoleranz	disgust	0.523
incarceration	Einkerkerung	disgust	0.523
blighted	verdorben	disgust	0.523
sump	Sumpf	disgust	0.516
deplorable	bedauerlich	disgust	0.516
daemon	Daemon	disgust	0.516
cringe	kriechen	disgust	0.516
degrade	degradieren	disgust	0.516
gutter	Rinne	disgust	0.516
rob	rauben	disgust	0.516
grim	grimmig	disgust	0.516
defraud	betrügen	disgust	0.516
tortious	unerträglich	disgust	0.516
eradication	Ausrottung	disgust	0.516
stink	stinken	disgust	0.516
convict	überführen	disgust	0.516
dishonor	entehren	disgust	0.516
vulture	Geier	disgust	0.516
remains	Überreste	disgust	0.516
mite	Milbe	disgust	0.516
betray	verraten	disgust	0.516
sham	Schein	disgust	0.509
endemic	endemisch	disgust	0.508
bombed	bombardiert	disgust	0.508
distress	Not	disgust	0.508
pest	Pest	disgust	0.508
incurable	unheilbar	disgust	0.508
worthless	wertlos	disgust	0.508
rejection	Ablehnung	disgust	0.508
distasteful	geschmacklos	disgust	0.508
schizophrenia	Schizophrenie	disgust	0.508
belittle	schmälern	disgust	0.508
smelling	riechend	disgust	0.508
cheat	betrügen	disgust	0.508
blob	Klecks	disgust	0.508
prisoner	Häftling	disgust	0.508
idiocy	Idiotie	disgust	0.508
delirium	Delirium	disgust	0.508
disaster	Katastrophe	disgust	0.508
crude	roh	disgust	0.508
resentment	Groll	disgust	0.508
dreadfully	schrecklich	disgust	0.508
glut	Glut	disgust	0.508
polemic	Polemik	disgust	0.500
derision	Spott	disgust	0.500
idolatry	Götzendienst	disgust	0.500
taboo	Tabu	disgust	0.500
screaming	schreiend	disgust	0.500
banish	verbannen	disgust	0.500
dirt	Schmutz	disgust	0.500
goblin	Kobold	disgust	0.500
shackle	Schäkel	disgust	0.500
bribery	Bestechung	disgust	0.500
flagrant	flagrant	disgust	0.500
jealousy	Eifersucht	disgust	0.500
impurity	Verunreinigung	disgust	0.500
theft	Diebstahl	disgust	0.500
bitterness	Bitterkeit	disgust	0.500
offense	Delikt	disgust	0.500
impeach	anklagen	disgust	0.500
blight	Schandfleck	disgust	0.500
duress	Zwang	disgust	0.500
mire	NO TRANSLATION	disgust	0.500
greed	Gier	disgust	0.500
tirade	Tirade	disgust	0.500
squirm	winden	disgust	0.492
robber	Räuber	disgust	0.492
ill	krank	disgust	0.492
unconscionable	skrupellos	disgust	0.492
recession	Rezession	disgust	0.492
gorge	Schlucht	disgust	0.492
wreck	Wrack	disgust	0.492
malign	verleumden	disgust	0.492
boil	Kochen	disgust	0.492
leer	NO TRANSLATION	disgust	0.492
idiot	Dummkopf	disgust	0.492
disreputable	anrüchig	disgust	0.492
wasteful	verschwenderisch	disgust	0.484
affliction	Gebrechen	disgust	0.484
stain	Fleck	disgust	0.484
contempt	Verachtung	disgust	0.484
nappy	Windel	disgust	0.484
mutiny	Meuterei	disgust	0.484
occult	Okkulte	disgust	0.484
tramp	Tramp	disgust	0.484
unbearable	unerträglich	disgust	0.484
offender	Täter	disgust	0.484
servile	servile	disgust	0.484
contraband	Schmuggelware	disgust	0.484
raging	tobend	disgust	0.484
snarl	Knurren	disgust	0.484
mad	wütend	disgust	0.484
subjugation	Unterwerfung	disgust	0.484
possessed	besessen	disgust	0.484
animosity	Feindseligkeit	disgust	0.484
aversation	NO TRANSLATION	disgust	0.484
defamation	Diffamierung	disgust	0.484
disrespectful	respektlos	disgust	0.484
mess	Chaos	disgust	0.484
nepotism	Vetternwirtschaft	disgust	0.484
inexcusable	unentschuldbar	disgust	0.484
pathetic	erbärmlich	disgust	0.477
unpleasant	unangenehm	disgust	0.477
suppression	Unterdrückung	disgust	0.477
mockery	Spott	disgust	0.477
palsy	Lähmung	disgust	0.477
criminal	kriminell	disgust	0.477
illegality	Rechtswidrigkeit	disgust	0.477
uncaring	gleichgültig	disgust	0.477
antagonistic	antagonistisch	disgust	0.477
immorality	Unmoral	disgust	0.477
dismal	trostlos	disgust	0.477
angry	wütend	disgust	0.469
repellent	abweisend	disgust	0.469
cough	Husten	disgust	0.469
arrogant	arrogant	disgust	0.469
grating	Gitter	disgust	0.469
aggravation	Verschlimmerung	disgust	0.469
livid	wütend	disgust	0.469
banishment	Verbannung	disgust	0.469
shoddy	Shoddy	disgust	0.469
banshee	Banshee	disgust	0.469
poverty	Armut	disgust	0.469
wallow	Suhle	disgust	0.469
outrage	Empörung	disgust	0.469
mocking	Verspottung	disgust	0.469
furious	wütend	disgust	0.469
perspiration	Schweiß	disgust	0.469
prick	Stechen	disgust	0.461
recklessness	Leichtsinn	disgust	0.461
distorted	verzerrt	disgust	0.461
fraudulent	betrügerisch	disgust	0.461
spider	Spinne	disgust	0.461
quack	Quacksalber	disgust	0.461
perdition	Verderben	disgust	0.461
muddy	schlammig	disgust	0.461
spurious	unecht	disgust	0.461
insulting	beleidigend	disgust	0.461
scar	Narbe	disgust	0.461
deceive	täuschen	disgust	0.461
unjustifiable	nicht vertretbar	disgust	0.461
fool	Dummkopf	disgust	0.461
deplore	bedauern	disgust	0.461
plunder	Plunder	disgust	0.461
aphid	Blattlaus	disgust	0.453
bane	Fluch	disgust	0.453
indignation	Empörung	disgust	0.453
dire	NO TRANSLATION	disgust	0.453
selfish	egoistisch	disgust	0.453
disparage	verunglimpfen	disgust	0.453
cur	cur	disgust	0.453
dishonest	unehrlich	disgust	0.453
stigma	Stigma	disgust	0.453
eschew	vermeiden	disgust	0.453
antipathy	Antipathie	disgust	0.453
alienate	entfremden	disgust	0.453
disingenuous	unaufrichtig	disgust	0.453
elimination	Beseitigung	disgust	0.453
unthinkable	undenkbar	disgust	0.453
wasted	verschwendet	disgust	0.445
recalcitrant	widerspenstig	disgust	0.445
iniquity	Ungerechtigkeit	disgust	0.445
mosquito	Moskito	disgust	0.445
caries	Karies	disgust	0.445
bankruptcy	Konkurs	disgust	0.445
egotistical	egoistisch	disgust	0.445
piles	Pfähle	disgust	0.445
smell	Geruch	disgust	0.445
vacuous	leer	disgust	0.445
despair	Verzweiflung	disgust	0.445
opium	Opium	disgust	0.445
garish	grell	disgust	0.445
lie	Lüge	disgust	0.445
pious	fromm	disgust	0.445
aversion	Abneigung	disgust	0.438
sticky	klebrig	disgust	0.438
scream	Schrei	disgust	0.438
alien	Ausländer	disgust	0.438
shun	meiden	disgust	0.438
abnormal	abnormal	disgust	0.438
ashamed	beschämt	disgust	0.438
inmate	Insasse	disgust	0.438
abject	erbärmlich	disgust	0.438
