word	Nepali-ne	emotion	emotion-intensity-score
adore	रुचाउँछन्	anticipation	0.477
enroll	नामांकन गर्नुहोस्	anticipation	0.477
determinate	निर्धारण गर्नुहोस्	anticipation	0.477
predispose	predispose	anticipation	0.477
clue	सुराग	anticipation	0.477
onset	ओफसेट	anticipation	0.477
powerful	शक्तिशाली	anticipation	0.477
glorify	महिमा	anticipation	0.477
glow	चमक	anticipation	0.477
arbitration	मध्यस्थता	anticipation	0.477
torture	यातना	anticipation	0.477
gravitate	गुरुङ	anticipation	0.477
cherish	चिसो	anticipation	0.477
contemplate	मन पराउँछन्	anticipation	0.477
submit	पेश गर्नुहोस्	anticipation	0.477
perilous	खतरनाक	anticipation	0.477
unification	एकीकरण	anticipation	0.477
score	स्कोर	anticipation	0.477
medal	पदक	anticipation	0.477
glide	ग्लेड गर्नुहोस्	anticipation	0.477
recipient	प्राप्तकर्ता	anticipation	0.477
accompaniment	संगै	anticipation	0.477
praiseworthy	प्रशंसनीय	anticipation	0.473
providing	प्रदान गर्दै	anticipation	0.469
motion	गति	anticipation	0.469
fete	NO TRANSLATION	anticipation	0.469
cautious	सतर्कता	anticipation	0.469
cash	नगद	anticipation	0.469
precursor	precursor	anticipation	0.469
opera	ओपेरा	anticipation	0.469
elite	कुलीन	anticipation	0.469
pry	pry	anticipation	0.469
hire	भाडा	anticipation	0.469
sweets	मिठाई	anticipation	0.469
star	तारा	anticipation	0.469
unsurpassed	असुरक्षित	anticipation	0.469
successful	सफल	anticipation	0.469
unknown	अज्ञात	anticipation	0.469
immediately	तुरुन्तै	anticipation	0.469
starry	तारा चिन्ह	anticipation	0.469
production	उत्पादन	anticipation	0.469
football	फुटबल	anticipation	0.469
completion	पूरा भयो	anticipation	0.469
scare	डराउनुहोस्	anticipation	0.469
invoke	बोल्नु	anticipation	0.469
shaky	shaky	anticipation	0.469
dawn	बिहान	anticipation	0.469
creeping	जीवित	anticipation	0.469
cheerfulness	उत्साह	anticipation	0.461
soundness	सहिता	anticipation	0.461
mail	मेल	anticipation	0.461
draft	ड्राफ्ट	anticipation	0.461
preliminary	प्रारम्भिक	anticipation	0.461
friendly	friendly	anticipation	0.461
commemorative	स्मारक	anticipation	0.461
extricate	ठूलो	anticipation	0.461
alive	जीवित	anticipation	0.461
untold	अनियमित	anticipation	0.461
overture	ओभरचर	anticipation	0.461
excel	एक्सेल	anticipation	0.461
plight	सास्ती	anticipation	0.461
synchronize	सिङ्क्रोनाइज गर्नुहोस्	anticipation	0.461
punt	पंट	anticipation	0.461
sanctuary	sanctuary	anticipation	0.461
brilliant	शानदार	anticipation	0.461
pay	तिर्नुहोस्	anticipation	0.461
shining	चमक	anticipation	0.461
regatta	रेटाटा	anticipation	0.461
testament	testament	anticipation	0.461
jeopardy	जोखिम	anticipation	0.461
perpetuity	निरन्तरता	anticipation	0.453
elegance	सुरुवात	anticipation	0.453
career	क्यारियर	anticipation	0.453
basketball	बास्केटबल	anticipation	0.453
intimately	अन्ततः	anticipation	0.453
renovate	पुनर्स्थापित गर्नुहोस्	anticipation	0.453
supremacy	सर्वोच्चता	anticipation	0.453
infinity	अनन्त	anticipation	0.453
unexpected	अप्रत्याशित	anticipation	0.453
flinch	फ्लोच	anticipation	0.453
complement	पूरै	anticipation	0.453
prologue	प्रलोभन	anticipation	0.453
compliment	NO TRANSLATION	anticipation	0.453
prevention	रोकथाम	anticipation	0.453
improve	सुधार गर्नुहोस्	anticipation	0.453
sunset	सूर्यसेट	anticipation	0.453
inaugural	उद्घाटन	anticipation	0.453
rehabilitation	पुनर्स्थापना	anticipation	0.453
fitting	फिटिंग	anticipation	0.445
surround	चारैतिर	anticipation	0.445
share	साझेदारी गर्नुहोस्	anticipation	0.445
epidemic	महामारी	anticipation	0.445
sweet	मीठो	anticipation	0.445
fain	NO TRANSLATION	anticipation	0.445
concealment	लुकाउने	anticipation	0.445
confidence	निर्धक्क	anticipation	0.445
perfect	सही	anticipation	0.445
sun	सूर्य	anticipation	0.445
veracity	सत्यता	anticipation	0.445
volunteer	स्वयंसेवक	anticipation	0.445
conjecture	अनुमान	anticipation	0.445
medical	चिकित्सा	anticipation	0.438
prepared	तयार	anticipation	0.438
superstitious	असमानता	anticipation	0.438
reconstruction	पुनर्निर्माण	anticipation	0.438
tickle	टकटल	anticipation	0.438
faith	विश्वास	anticipation	0.438
passenger	यात्री	anticipation	0.438
saint	संत	anticipation	0.438
respect	आदर	anticipation	0.438
rabid	रक्सी	anticipation	0.438
reconstruct	पुनर्निर्माण गर्नुहोस्	anticipation	0.438
recombination	पुनरावृत्ति	anticipation	0.438
devout	भक्ति	anticipation	0.438
goodness	शुभकामना	anticipation	0.438
angel	परी	anticipation	0.438
ferment	किरण	anticipation	0.438
plea	plea	anticipation	0.438
aloha	aloha	anticipation	0.438
serial	क्रमिक	anticipation	0.438
conservation	संरक्षण	anticipation	0.438
serenity	सहनशीलता	anticipation	0.430
tabulate	टेबुलुलेट	anticipation	0.430
install	स्थापित गर्नुहोस्	anticipation	0.430
labyrinth	भूलभुलैया	anticipation	0.430
venerable	उदारवादी	anticipation	0.430
perpetuate	लगातार	anticipation	0.430
strategist	रणनीतिकवादी	anticipation	0.430
unverified	अप्रमाणित	anticipation	0.430
tribunal	ट्रिब्युनल	anticipation	0.430
charitable	धर्मार्थ	anticipation	0.430
luscious	luscious	anticipation	0.430
spa	स्पा	anticipation	0.430
peace	शान्ति	anticipation	0.430
clap	क्लिप	anticipation	0.430
conspirator	साजिशकर्ता	anticipation	0.422
forestall	forestall	anticipation	0.422
patience	धैर्यता	anticipation	0.422
oasis	ओएसिस	anticipation	0.422
grin	पीडा	anticipation	0.422
revere	revere	anticipation	0.422
worship	पूजा गर्नुहोस्	anticipation	0.422
vista	विस्टा	anticipation	0.422
laughter	हँसिलो	anticipation	0.422
volatility	अस्थिरता	anticipation	0.422
adrift	ईश्वर	anticipation	0.422
candid	उम्मेदवार	anticipation	0.422
edification	edification	anticipation	0.422
unresolved	अनसुलझे	anticipation	0.422
peaceful	शान्त	anticipation	0.422
recognizable	पहिचान योग्य	anticipation	0.422
calls	कलहरू	anticipation	0.414
weigh	वजन	anticipation	0.414
probation	परीक्षण	anticipation	0.414
proficiency	प्रवीणता	anticipation	0.414
morn	मार्न	anticipation	0.414
craps	craps	anticipation	0.414
detainee	कैदी	anticipation	0.414
mediate	मध्यस्थ	anticipation	0.414
continue	जारी राख्नुहोस्	anticipation	0.414
astrologer	ज्योतिषी	anticipation	0.414
punctual	समयनिष्ठ	anticipation	0.414
ordination	संचालक	anticipation	0.414
pretty	सुन्दर	anticipation	0.414
thought	सोचे	anticipation	0.414
grant	अनुदान	anticipation	0.414
withstand	सामना गर्नुहोस्	anticipation	0.414
frisky	frisky	anticipation	0.414
ongoing	निरन्तर	anticipation	0.414
sing	गाउ	anticipation	0.411
long	लामो	anticipation	0.406
confession	सहमति	anticipation	0.406
headlight	हेडलाइट	anticipation	0.406
prophylactic	भविष्यवाणी	anticipation	0.406
mother	आमा	anticipation	0.406
debenture	डिबेंचर	anticipation	0.406
wizard	जादूगर	anticipation	0.406
university	विश्वविद्यालय	anticipation	0.406
proud	गर्व	anticipation	0.406
midwife	दाई	anticipation	0.406
banquet	भोज	anticipation	0.406
continuation	निरन्तरता	anticipation	0.406
navigable	नेभिगेसन	anticipation	0.406
punished	दण्डित	anticipation	0.406
chicane	चुसी	anticipation	0.406
comfort	सान्त्वना	anticipation	0.406
opponent	विरोधी	anticipation	0.406
subscribe	सदस्यता लिनुहोस्	anticipation	0.406
outdo	बाहिर	anticipation	0.406
nurture	पोषण	anticipation	0.406
twinkle	ट्विंकल	anticipation	0.406
deal	सम्झौता	anticipation	0.402
efficient	कुशल	anticipation	0.398
representing	प्रतिनिधित्व गर्दै	anticipation	0.398
simmer	उकालो	anticipation	0.398
symphony	सिम्फनी	anticipation	0.398
judiciary	न्यायपालिका	anticipation	0.398
obliging	अनिवार्य छ	anticipation	0.398
saintly	saintly	anticipation	0.398
vigil	निगरानी	anticipation	0.398
death	मृत्यु	anticipation	0.398
distracting	विचलित	anticipation	0.398
mortification	मृत्यु	anticipation	0.398
balm	balm	anticipation	0.398
guillotine	guillotine	anticipation	0.398
top	माथि	anticipation	0.398
lettered	वर्णित	anticipation	0.398
reliance	रिलायंस	anticipation	0.398
poke	पोक	anticipation	0.391
unfulfilled	असुरक्षित	anticipation	0.391
assurance	आश्वासन	anticipation	0.391
condemnation	दोषी	anticipation	0.391
undoubted	अज्ञात	anticipation	0.391
diplomacy	कूटनीति	anticipation	0.391
familiarity	पहिचान	anticipation	0.391
antidote	एंटीडोट	anticipation	0.391
chuckle	चकलेट	anticipation	0.391
objective	उद्देश्य	anticipation	0.391
maternal	मातृभाषा	anticipation	0.391
abeyance	प्रशोधन	anticipation	0.391
art	कला	anticipation	0.391
linger	झन्डा	anticipation	0.391
trust	विश्वास गर्नुहोस्	anticipation	0.391
depraved	बिग्रिएको	anticipation	0.391
sanctify	पवित्र	anticipation	0.391
inoculation	इन्कोलेशन	anticipation	0.384
chant	चैंट	anticipation	0.383
banger	बेंजर	anticipation	0.383
playground	खेलकुद	anticipation	0.383
failing	असफल	anticipation	0.383
ship	जहाज	anticipation	0.383
hymn	hymn	anticipation	0.383
simplify	सरल बनाउनुहोस्	anticipation	0.383
ram	ram	anticipation	0.383
labor	श्रम	anticipation	0.383
discretion	विवेक	anticipation	0.383
hap	NO TRANSLATION	anticipation	0.383
good	राम्रो	anticipation	0.383
scientist	वैज्ञानिक	anticipation	0.383
undecided	अज्ञात	anticipation	0.383
humanitarian	मानवअधिकार	anticipation	0.383
depend	निर्भर	anticipation	0.383
dutiful	dutiful	anticipation	0.383
clock	घडी	anticipation	0.375
sterling	स्टर्लिंग	anticipation	0.375
mountain	पहाड	anticipation	0.375
savor	स्वाद	anticipation	0.375
recurrent	आवर्ती	anticipation	0.375
interim	interim	anticipation	0.375
navigator	नेभिगेटर	anticipation	0.375
gradual	क्रमिक	anticipation	0.375
interminable	अस्थायी	anticipation	0.375
track	ट्रयाक गर्नुहोस्	anticipation	0.375
public	सार्वजनिक	anticipation	0.375
cradle	पालना	anticipation	0.375
concealed	लुकेको छ	anticipation	0.367
lesson	पाठ	anticipation	0.367
instructions	निर्देशनहरू	anticipation	0.367
shiver	चिन्ता	anticipation	0.367
musical	संगीत	anticipation	0.367
towering	टावर	anticipation	0.367
whim	व्हीम	anticipation	0.367
spear	भाला	anticipation	0.367
convince	सहमत हुनुहोस्	anticipation	0.367
sonar	सोनार	anticipation	0.367
abide	रहनुहोस्	anticipation	0.367
biennial	दोश्रो	anticipation	0.367
theology	धर्मशास्त्र	anticipation	0.359
offset	अफसेट	anticipation	0.359
atone	अलि	anticipation	0.359
timidity	चिसोपन	anticipation	0.359
theory	सिद्धान्त	anticipation	0.359
undying	undying	anticipation	0.359
plump	पम्प	anticipation	0.359
audience	दर्शक	anticipation	0.357
nobility	महानता	anticipation	0.352
paragon	paragon	anticipation	0.352
dietary	आहार	anticipation	0.352
closure	बन्द	anticipation	0.352
store	भण्डार	anticipation	0.352
localize	स्थानीयकरण गर्नुहोस्	anticipation	0.352
cramp	cramp	anticipation	0.352
daily	दैनिक	anticipation	0.352
kindred	दयालु	anticipation	0.352
farm	खेती	anticipation	0.352
edition	संस्करण	anticipation	0.352
consecration	अभिषेक	anticipation	0.352
archaeology	पुरातत्व	anticipation	0.344
mobile	मोबाइल	anticipation	0.344
errand	गलत	anticipation	0.344
wireless	वायरलेस	anticipation	0.344
mutable	उत्परिवर्ती	anticipation	0.344
meditate	मनन गर्नुहोस्	anticipation	0.344
stripped	स्ट्रिङ	anticipation	0.344
lessen	कम	anticipation	0.336
unaccountable	अयोग्य	anticipation	0.336
pare	NO TRANSLATION	anticipation	0.336
brotherly	भाइले	anticipation	0.336
buddy	मित्र	anticipation	0.336
unbeaten	असहमत	anticipation	0.336
germ	रोगाणु	anticipation	0.336
dove	ढोका	anticipation	0.328
digress	कूकी	anticipation	0.328
ribbon	रिबन	anticipation	0.328
olfactory	olfactory	anticipation	0.328
patient	बिरामी	anticipation	0.328
council	परिषद	anticipation	0.328
possess	के हो	anticipation	0.328
secular	सेकेन्डर	anticipation	0.328
chastity	शुद्धता	anticipation	0.328
disposed	निषेधित	anticipation	0.320
regularity	नियमितता	anticipation	0.320
mediator	मध्यस्थ	anticipation	0.320
scrutinize	जाँच गर्नुहोस्	anticipation	0.320
fancy	फैंसी	anticipation	0.320
immature	अशुद्ध	anticipation	0.320
infanticide	शिशुको हत्या	anticipation	0.320
heft	सात	anticipation	0.320
preservative	संरक्षक	anticipation	0.320
paddle	पैडल	anticipation	0.320
cove	कोव	anticipation	0.320
denying	अस्वीकार	anticipation	0.312
bugle	बुगल	anticipation	0.312
unpublished	अप्रकाशित	anticipation	0.312
analyst	विश्लेषक	anticipation	0.312
grim	grim	anticipation	0.312
church	चर्च	anticipation	0.312
priesthood	पूजाहारीपन	anticipation	0.305
mill	मिल	anticipation	0.305
judicial	न्यायिक	anticipation	0.305
broadside	broadside	anticipation	0.305
tributary	Tributary	anticipation	0.297
cap	टोपी	anticipation	0.297
thermocouple	thermocouple	anticipation	0.297
dismay	निराश	anticipation	0.297
instructor	प्रशिक्षक	anticipation	0.297
saliva	लारा	anticipation	0.297
exhaustion	थकान	anticipation	0.297
bruise	खरानी	anticipation	0.289
wont	NO TRANSLATION	anticipation	0.289
homeless	बेघर	anticipation	0.289
visor	भिसा	anticipation	0.289
discreet	NO TRANSLATION	anticipation	0.289
network	नेटवर्क	anticipation	0.289
shackle	झ्यालखाना	anticipation	0.289
addresses	ठेगानाहरू	anticipation	0.289
noncompliance	असुविधा	anticipation	0.289
cataract	मोती नैतिक	anticipation	0.289
skewed	skewed	anticipation	0.281
astronomer	खगोल विज्ञान	anticipation	0.281
neighbor	छिमेकी	anticipation	0.281
holiness	पवित्रता	anticipation	0.273
devil	राक्षस	anticipation	0.273
cream	क्रीम	anticipation	0.273
picket	टिकट	anticipation	0.273
latent	छोटो	anticipation	0.273
immaturity	अनैतिकता	anticipation	0.273
sentence	वाक्य	anticipation	0.273
neighborhood	छिमेकी	anticipation	0.266
morals	नैतिक	anticipation	0.266
lull	lull	anticipation	0.266
habitual	निवास	anticipation	0.266
weight	वजन	anticipation	0.258
bye	अलविदा	anticipation	0.258
forearm	forearm	anticipation	0.250
clown	जोडे	anticipation	0.250
organ	अंग	anticipation	0.250
quote	उद्धरण गर्नुहोस्	anticipation	0.242
commonplace	सामान्य	anticipation	0.242
dictatorship	तानाशाह	anticipation	0.234
board	बोर्ड	anticipation	0.234
white	सेतो	anticipation	0.234
treadmill	ट्रेडमिल	anticipation	0.234
rail	रेल	anticipation	0.234
sundial	sundial	anticipation	0.227
tree	रूख	anticipation	0.227
paralysis	पक्षाघात	anticipation	0.211
worm	worm	anticipation	0.203
organization	संगठन	anticipation	0.203
cement	सीमेंट	anticipation	0.203
lagging	छक्क परे	anticipation	0.180
neutral	तटस्थ	anticipation	0.148
cannibalism	कैनबिलिज्म	disgust	0.953
mutilation	उत्तेजना	disgust	0.930
molestation	घिमिरे	disgust	0.914
incest	incest	disgust	0.914
gonorrhea	gonorrhea	disgust	0.906
rape	बलात्कार	disgust	0.906
cannibal	कन्नबिल	disgust	0.898
rot	घुमाउनुहोस्	disgust	0.891
corpse	कोरस	disgust	0.883
massacre	नरसंहार	disgust	0.883
excrement	उत्तेजना	disgust	0.883
slaughter	हत्या	disgust	0.875
barf	barf	disgust	0.875
slaughterhouse	हत्या	disgust	0.867
rancid	rancid	disgust	0.859
sewerage	सीवरेज	disgust	0.859
incestuous	उत्तेजना	disgust	0.859
filth	गल्ती	disgust	0.859
bigot	बिहे	disgust	0.859
infestation	infestation	disgust	0.852
plague	प्लेग	disgust	0.852
bloodthirsty	रौतहट	disgust	0.852
holocaust	होलोकस्ट	disgust	0.852
rotting	रोटी	disgust	0.844
maggot	Maggot	disgust	0.844
feces	मल	disgust	0.844
fecal	fecal	disgust	0.844
murder	हत्या	disgust	0.839
infanticide	शिशुको हत्या	disgust	0.836
homicide	आत्महत्या	disgust	0.836
asshole	गधे	disgust	0.836
enslaved	गल्ती गरे	disgust	0.836
gore	गोरखा	disgust	0.828
perverted	विलुप्त भयो	disgust	0.828
torture	यातना	disgust	0.828
slaughtering	हत्या	disgust	0.828
excretion	उत्तेजना	disgust	0.828
contaminate	संक्रामक	disgust	0.821
murderer	हत्यारे	disgust	0.820
gory	gory	disgust	0.820
repugnant	दोश्रो	disgust	0.820
desecration	अपघटन	disgust	0.820
grotesque	भ्रामक	disgust	0.820
revolting	विस्फोट	disgust	0.820
diarrhoea	दस्तुर	disgust	0.820
manure	खाँचो	disgust	0.820
terrorist	आतंकवाद	disgust	0.820
shit	shit	disgust	0.820
pervert	विपरित	disgust	0.820
slavery	दासत्व	disgust	0.812
faeces	मलहरू	disgust	0.812
sewer	सीवर	disgust	0.812
vomit	उल्टी	disgust	0.812
manslaughter	हत्यारे	disgust	0.812
dismemberment	विमोचन	disgust	0.812
cadaver	cadaver	disgust	0.812
hemorrhage	hemorrhage	disgust	0.805
repulsive	घृणित	disgust	0.805
perverse	घाँस	disgust	0.805
filthy	गन्दा	disgust	0.797
sewage	सीवेज	disgust	0.797
depravity	अतिक्रमण	disgust	0.797
diseased	बिरामी	disgust	0.797
carcass	कार्ट	disgust	0.795
decompose	विघटन	disgust	0.789
vermin	वरमिन	disgust	0.789
puke	puke	disgust	0.789
parasite	परजीवी	disgust	0.789
horrific	भयानक	disgust	0.789
gruesome	श्रोता	disgust	0.789
dung	NO TRANSLATION	disgust	0.789
mutilated	भंग भयो	disgust	0.789
murderous	हत्यारा	disgust	0.789
decayed	घट्यो	disgust	0.789
herpes	herpes	disgust	0.789
slime	स्लिम	disgust	0.781
flatulence	बहाली	disgust	0.781
monstrosity	विवेकता	disgust	0.781
carnage	नरसंहार	disgust	0.781
pestilence	मोहम्मद	disgust	0.781
malaria	मलेरिया	disgust	0.781
crap	बकवास	disgust	0.781
toxic	विषैले	disgust	0.773
loathsome	ढोका	disgust	0.773
insidious	घातक	disgust	0.773
leprosy	leprosy	disgust	0.773
morgue	मर्जू	disgust	0.773
pus	pus	disgust	0.773
herpesvirus	herpesvirus	disgust	0.773
whore	वेश्या	disgust	0.766
cruel	क्रूर	disgust	0.766
repugnance	repugnance	disgust	0.766
revulsion	पुनरुत्थान	disgust	0.766
xenophobia	xenophobia	disgust	0.766
regurgitation	regurgitation	disgust	0.766
anthrax	Anthrax	disgust	0.766
lynch	lynch	disgust	0.766
dissection	विच्छेदन	disgust	0.759
canker	क्यानर	disgust	0.758
cruelty	क्रूरता	disgust	0.758
perversion	प्रवर्तन	disgust	0.758
evil	खराब	disgust	0.758
slum	ढोका	disgust	0.758
infectious	संक्रामक	disgust	0.758
mucous	घनत्व	disgust	0.758
phlegm	phlegm	disgust	0.758
leeches	लीक	disgust	0.750
decomposition	अपघटन	disgust	0.750
sinister	सिस्टर	disgust	0.750
corrupting	भ्रष्ट	disgust	0.750
demon	राक्षस	disgust	0.742
stinking	हल्लाउँदै	disgust	0.742
septic	सेप्टिक	disgust	0.742
deranged	विकर्ण	disgust	0.742
bile	टाइल	disgust	0.742
soiled	त्रसित	disgust	0.742
mucus	मकस	disgust	0.742
abhorrence	उत्तेजना	disgust	0.742
abomination	घृणा	disgust	0.742
sickening	बिरामी	disgust	0.742
demonic	राक्षस	disgust	0.742
foul	फुल	disgust	0.734
obese	मोटे	disgust	0.734
sicken	बिरामी	disgust	0.734
degeneracy	degeneracy	disgust	0.734
crucifixion	क्रिस्फिक्स	disgust	0.734
despicable	निराश	disgust	0.734
cancer	क्यान्सर	disgust	0.734
atrocity	अत्याचार	disgust	0.734
terrorism	आतंकवाद	disgust	0.734
dirty	गन्दा	disgust	0.727
dysentery	झाडापखाला	disgust	0.727
adultery	व्यभिचार	disgust	0.727
contamination	संदूषण	disgust	0.727
bacterium	बैक्टीरिया	disgust	0.727
diabolical	डायोलिकल	disgust	0.727
morbidity	मस्तिष्क	disgust	0.727
grisly	खुसी	disgust	0.727
repulsion	प्रतिकृया	disgust	0.727
enema	enema	disgust	0.727
contagion	संयोग	disgust	0.719
disfigured	विचलित	disgust	0.719
muck	चकलेट	disgust	0.719
lewd	lewd	disgust	0.719
garbage	फोहर	disgust	0.719
autopsy	ओटोप्सी	disgust	0.719
bowels	आंतहरू	disgust	0.719
gross	सकल	disgust	0.719
vulgar	अज्ञात	disgust	0.719
barbaric	बार्बिक	disgust	0.719
disgust	घृणा	disgust	0.719
vicious	खराब	disgust	0.719
entrails	प्रवेश गर्दछ	disgust	0.719
deterioration	विपरित	disgust	0.719
pungent	सुन्तला	disgust	0.719
bloodshed	रक्तपात	disgust	0.714
violent	हिंसक	disgust	0.711
tyrant	विवादास्पद	disgust	0.711
poisoned	जहर	disgust	0.711
pollute	प्रदुषण	disgust	0.711
wretched	खरानी	disgust	0.711
nausea	nausea	disgust	0.711
mortification	मृत्यु	disgust	0.711
gag	ग्याग	disgust	0.711
vulgarity	vulgarity	disgust	0.703
disgusting	घृणित	disgust	0.703
grope	गुप्त	disgust	0.703
slut	slut	disgust	0.703
poisoning	विषाक्तता	disgust	0.703
depraved	बिग्रिएको	disgust	0.703
noxious	बेस्सरी	disgust	0.703
porn	अश्लील	disgust	0.703
nasty	फोहर	disgust	0.703
slimy	स्लिम	disgust	0.703
despotism	निराशावाद	disgust	0.703
nauseate	विवादास्पद	disgust	0.703
secretion	स्राव	disgust	0.703
constipation	कब्ज	disgust	0.703
hateful	घृणित	disgust	0.703
grime	ग्रिम	disgust	0.703
measles	खण्ड	disgust	0.696
contagious	संक्रामक	disgust	0.695
hellish	hellish	disgust	0.695
waste	बर्बाद	disgust	0.695
suicidal	आत्मिक	disgust	0.695
abuse	दुरुपयोग	disgust	0.695
hate	घृणा गर्छु	disgust	0.695
wretch	wretch	disgust	0.695
intestinal	आंत	disgust	0.695
wart	wart	disgust	0.695
obesity	मोटोपना	disgust	0.695
scum	स्केम	disgust	0.695
contaminated	दूषित	disgust	0.688
disease	रोग	disgust	0.688
rabid	रक्सी	disgust	0.688
ooze	ooze	disgust	0.688
treason	खजाना	disgust	0.688
heartworm	हार्दिक	disgust	0.688
smut	smut	disgust	0.688
cholera	हैजा	disgust	0.680
deformed	विकृत	disgust	0.680
detest	detest	disgust	0.680
bestial	bestial	disgust	0.680
sickness	बिरामी	disgust	0.680
antichrist	विरोधी	disgust	0.680
abhorrent	abhorrent	disgust	0.680
soulless	soulless	disgust	0.680
freakish	पागल	disgust	0.680
grimy	हाँसो	disgust	0.680
hatred	घृणा	disgust	0.680
pollution	प्रदूषण	disgust	0.680
germ	रोगाणु	disgust	0.680
abominate	घृणा गर्नुहोस्	disgust	0.680
hell	नरक	disgust	0.680
dilapidated	कमजोर छ	disgust	0.672
dictatorship	तानाशाह	disgust	0.672
inhuman	अमानवीय	disgust	0.672
greasy	चिकन	disgust	0.672
hideous	लुकेको	disgust	0.672
loathful	ढोका	disgust	0.672
obscene	अश्लील	disgust	0.672
loathing	बाबा	disgust	0.672
cess	cess	disgust	0.670
devil	राक्षस	disgust	0.664
heretic	हानिकारक	disgust	0.664
nauseous	खतरनाक	disgust	0.664
abominable	घृणात्मक	disgust	0.664
deformity	विकृति	disgust	0.664
deadly	घातक	disgust	0.664
swine	सुँगुर	disgust	0.664
discrimination	भेदभाव	disgust	0.664
masochism	मास्लोवाद	disgust	0.664
poisonous	जहरीला	disgust	0.656
prejudiced	प्रत्याशित	disgust	0.656
bacteria	जीवाणु	disgust	0.656
death	मृत्यु	disgust	0.656
poison	विष	disgust	0.656
trash	रद्दीटोकरी	disgust	0.656
abortion	गर्भपात	disgust	0.656
corruption	भ्रष्टाचार	disgust	0.656
victimized	पीडित	disgust	0.656
oppression	दमन	disgust	0.656
goo	goo	disgust	0.656
latrines	latrines	disgust	0.656
horror	डराएर	disgust	0.656
horrible	भयानक	disgust	0.656
nefarious	nefarious	disgust	0.656
mange	NO TRANSLATION	disgust	0.656
vindictive	vindictive	disgust	0.648
outhouse	outhouse	disgust	0.648
horrid	घृणा गर्दछ	disgust	0.648
detestation	detestation	disgust	0.648
sludge	ढोका	disgust	0.648
ugly	बदसूरत	disgust	0.648
trashy	रद्दी	disgust	0.648
bitch	कुकिलो	disgust	0.648
immoral	अनैतिक	disgust	0.648
malfeasance	बेपत्ता	disgust	0.641
spew	स्पि	disgust	0.641
pimple	पिडा	disgust	0.641
indecency	अनैतिकता	disgust	0.641
unsightly	नत्र	disgust	0.641
slop	NO TRANSLATION	disgust	0.641
villainous	अल्पसंख्यक	disgust	0.641
cystic	सिस्टिक	disgust	0.641
horrifying	डरलाग्दो	disgust	0.641
derogatory	व्युत्पन्न	disgust	0.641
laxative	लाज	disgust	0.641
criminality	अपराध	disgust	0.641
oppressive	दमनकारी	disgust	0.633
sinful	पापी	disgust	0.633
bigoted	ठूलो	disgust	0.633
doomsday	दिनदिनै	disgust	0.633
prostitution	वेश्यालय	disgust	0.633
ulcer	ulcer	disgust	0.633
secrete	घिमिरे	disgust	0.633
perpetrator	सतावट	disgust	0.633
rat	rat	disgust	0.633
queasy	queasy	disgust	0.633
mildew	mildew	disgust	0.633
dastardly	उदास	disgust	0.625
disgraceful	घृणित	disgust	0.625
ghastly	गजल	disgust	0.625
persecution	सतावट	disgust	0.625
devilish	शैतान	disgust	0.625
degrading	घट्दै	disgust	0.625
obscenity	अभिप्राय	disgust	0.625
fungus	फंगुस	disgust	0.625
sin	NO TRANSLATION	disgust	0.625
gluttony	ग्लुटन	disgust	0.625
stools	स्टूल	disgust	0.625
suffering	पीडा	disgust	0.625
contemptible	घृणात्मक	disgust	0.625
cuckold	cuckold	disgust	0.625
bloated	चिसो भयो	disgust	0.625
aghast	aghast	disgust	0.625
betrayal	धोखा	disgust	0.617
guillotine	guillotine	disgust	0.617
infect	संक्रमित	disgust	0.617
spoil	खराब	disgust	0.617
tetanus	tetanus	disgust	0.617
fat	मोटो	disgust	0.617
louse	शोक	disgust	0.617
malicious	दुर्भावनापूर्ण	disgust	0.617
polygamy	बहुभुमी	disgust	0.617
crusty	crusty	disgust	0.617
atrocious	अत्याचार	disgust	0.617
deceit	छल	disgust	0.617
termite	टर्मिनल	disgust	0.617
loathe	loathe	disgust	0.617
wench	wench	disgust	0.617
dying	मर्ने	disgust	0.617
sickly	बिरामी	disgust	0.617
diaper	डायपर	disgust	0.617
strangle	अङ्ग्रेजी	disgust	0.617
drool	drool	disgust	0.609
slander	खतरनाक	disgust	0.609
abhor	abhor	disgust	0.609
venomous	विषम	disgust	0.609
brothel	भट्टराई	disgust	0.609
ghetto	यहूदी बस्ती	disgust	0.609
violently	उल्लङ्घन	disgust	0.609
hostile	शत्रु	disgust	0.609
sabotage	सब्जी	disgust	0.609
deform	विकृत	disgust	0.609
bleeding	ब्लिडिंग	disgust	0.609
unwashed	अज्ञात	disgust	0.602
lunacy	लुम्बिनी	disgust	0.602
imprisonment	कैद	disgust	0.602
infidel	बेपत्ता	disgust	0.602
deprivation	बेरोजगारी	disgust	0.602
traitor	गुप्तचर	disgust	0.602
ugliness	असुरक्षित	disgust	0.602
musty	लय	disgust	0.602
illicit	अवैध	disgust	0.602
swampy	स्वादिष्ट	disgust	0.602
poaching	चकलेट	disgust	0.602
hag	hag	disgust	0.602
butcher	कसाई	disgust	0.594
lunatic	पागलपन	disgust	0.594
venom	venom	disgust	0.594
repelling	repelling	disgust	0.594
thug	thug	disgust	0.594
misery	दुखाइ	disgust	0.594
toilet	शौचालय	disgust	0.594
slug	slug	disgust	0.594
catastrophe	विनाश	disgust	0.594
epidemic	महामारी	disgust	0.594
gut	गट	disgust	0.594
